"Freq11","Time11","Freq12","Time12","Freq13","Time13","Freq14","Time14","Freq15","Time15","Freq21","Time21","Freq22","Time22","Freq23","Time23","Freq24","Time24","Freq25","Time25","Freq31","Time31","Freq32","Time32","Freq33","Time33","Freq34","Time34","Freq35","Time35","Freq41","Time41","Freq42","Time42","Freq43","Time43","Freq44","Time44","Freq45","Time45","Freq51","Time51","Freq52","Time52","Freq53","Time53","Freq54","Time54","Freq55","Time55",
"910","70","0","20","910","30","0","20","910","60","2000","100","0","100","2000","100","0","100","2000","100","3000","100","0","100","3000","100","0","100","3000","100","0","200","3000","200","3000","200","3000","200","3000","200","3000","200","3000","200","3000","200","3000","200","3000","200",
