"No.","Channel Name","Receive Frequency","Transmit Frequency","Channel Type","Transmit Power","Band Width","CTCSS/DCS Decode","CTCSS/DCS Encode","Contact","Contact Call Type","Contact TG/DMR ID","Radio ID","Busy Lock/TX Permit","Squelch Mode","Optional Signal","DTMF ID","2Tone ID","5Tone ID","PTT ID","Color Code","Slot","Scan List","Receive Group List","PTT Prohibit","Reverse","Simplex TDMA","Slot Suit","AES Digital Encryption","Digital Encryption","Call Confirmation","Talk Around(Simplex)","Work Alone","Custom CTCSS","2TONE Decode","Ranging","Through Mode","APRS RX","Analog APRS PTT Mode","Digital APRS PTT Mode","APRS Report Type","Digital APRS Report Channel","Correct Frequency[Hz]","SMS Confirmation","Exclude channel from roaming","DMR MODE","DataACK Disable","R5toneBot","R5ToneEot","Auto Scan","Ana Aprs Mute","Send Talker Alias","AnaAprsTxPath","ARC4","ex_emg_kind"
"64","Kalix 1","145.72500","145.12500","D+A TX D","Mid","12.5K","Off","107.2","2400 SM0","Group Call","2400","NOCALL","Always","CTCSS/DCS","Off","1","1","1","Off","2","2","SM2","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","On","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"65","Kalix 2","434.72500","432.72500","D+A TX D","Mid","12.5K","Off","107.2","2400 SM0","Group Call","2400","NOCALL","Always","CTCSS/DCS","Off","1","1","1","Off","2","2","SM2","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","On","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"66","Kalix 3","434.75000","432.75000","D-Digital","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Always","Carrier","Off","1","1","1","Off","2","2","SM2","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","On","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"67","Kalix 4","434.98750","432.98750","D-Digital","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Always","Carrier","Off","1","1","1","Off","2","2","SM2","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","On","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"68","Kiruna 1","145.62500","145.02500","A-Analog","Mid","12.5K","Off","107.2","2400 SM0","Group Call","2400","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM2","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"69","Kiruna 2","434.51250","432.51250","D-Digital","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Always","Carrier","Off","1","1","1","Off","2","2","SM2","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"70","Kiruna 3","434.82500","432.82500","A-Analog","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Off","Carrier","Off","1","1","1","Off","1","2","SM2","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"71","Kristineberg","145.67500","145.07500","A-Analog","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Off","Carrier","Off","1","1","1","Off","1","2","SM2","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"72","Lulea 1","145.65000","145.05000","A-Analog","Mid","12.5K","Off","107.2","2400 SM0","Group Call","2400","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM2","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"73","Lulea 2","434.90000","432.90000","D-Digital","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Always","Carrier","Off","1","1","1","Off","2","2","SM2","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","On","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"74","Pitea 1","145.60000","145.00000","A-Analog","Mid","12.5K","Off","107.2","2400 SM0","Group Call","2400","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM2","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"75","Pitea 2","434.60000","432.60000","A-Analog","Mid","12.5K","Off","107.2","2400 SM0","Group Call","2400","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM2","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"76","Pitea 3","434.85000","432.85000","D-Digital","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Always","Carrier","Off","1","1","1","Off","2","2","SM2","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"77","Seskaro","145.67500","145.07500","D+A TX D","Mid","12.5K","Off","107.2","2400 SM0","Group Call","2400","NOCALL","Always","CTCSS/DCS","Off","1","1","1","Off","2","2","SM2","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","On","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"78","Skelleftea 1","145.70000","145.10000","A-Analog","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Off","Carrier","Off","1","1","1","Off","1","2","SM2","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"79","Skelleftea 2","145.58750","144.98750","D+A TX D","Mid","12.5K","Off","107.2","2400 SM0","Group Call","2400","NOCALL","Always","CTCSS/DCS","Off","1","1","1","Off","1","2","SM2","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"80","Skelleftea 3","434.67500","432.67500","A-Analog","Mid","12.5K","Off","107.2","2400 SM0","Group Call","2400","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM2","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"81","Sorsele","145.60000","145.00000","A-Analog","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Off","Carrier","Off","1","1","1","Off","1","2","SM2","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"82","Storuman 1","145.72500","145.12500","A-Analog","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Off","Carrier","Off","1","1","1","Off","1","2","SM2","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"83","Storuman","434.75000","432.75000","A-Analog","Mid","12.5K","Off","107.2","2400 SM0","Group Call","2400","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM2","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"84","Umea","145.65000","145.05000","A-Analog","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Off","Carrier","Off","1","1","1","Off","1","2","SM2","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"85","Vindeln","145.62500","145.02500","A-Analog","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Off","Carrier","Off","1","1","1","Off","1","2","SM2","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"86","Vannas 1","145.72500","145.12500","A-Analog","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Off","Carrier","Off","1","1","1","Off","1","2","SM2","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"87","Vannas 2","434.72500","432.72500","A-Analog","Mid","12.5K","Off","107.2","2400 SM0","Group Call","2400","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM2","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"88","Vannas 3","434.97500","432.97500","D-Digital","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Always","Carrier","Off","1","1","1","Off","2","2","SM2","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"89","Alvsbyn","145.67500","145.07500","A-Analog","Mid","12.5K","Off","107.2","2400 SM0","Group Call","2400","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM2","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"90","Bollnas 2","145.65000","145.05000","A-Analog","Mid","12.5K","Off","127.3","2400 SM0","Group Call","2400","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"91","Borgsjo","145.70000","145.10000","A-Analog","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Off","Carrier","Off","1","1","1","Off","1","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"92","Forsa 1","145.61250","145.01250","A-Analog","Mid","12.5K","Off","141.3","2400 SM0","Group Call","2400","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"93","Forsa 2","145.67500","145.07500","A-Analog","Mid","12.5K","Off","127.3","2400 SM0","Group Call","2400","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"94","Forsa 3","434.67500","432.67500","A-Analog","Mid","12.5K","Off","127.3","2400 SM0","Group Call","2400","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"95","Follinge","434.52500","432.52500","D-Digital","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Always","Carrier","Off","1","1","1","Off","3","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","On","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"96","Gavle 1","434.70000","432.70000","D-Digital","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Always","Carrier","Off","1","1","1","Off","3","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","On","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"97","Gavle 2","434.87500","432.87500","A-Analog","Mid","12.5K","Off","127.3","2400 SM0","Group Call","2400","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"98","Hoting","145.60000","145.00000","A-Analog","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Off","Carrier","Off","1","1","1","Off","1","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"99","Hudiksvall 1","145.71250","145.11250","D+A TX D","Mid","12.5K","Off","127.3","2400 SM0","Group Call","2400","NOCALL","Always","CTCSS/DCS","Off","1","1","1","Off","3","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","On","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"100","Hudiksvall 2","434.57500","432.57500","D-Digital","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Always","Carrier","Off","1","1","1","Off","3","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","On","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"101","Harnosand","434.72500","432.72500","A-Analog","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Off","Carrier","Off","1","1","1","Off","1","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"102","Kramfors","434.60000","432.60000","A-Analog","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Off","Carrier","Off","1","1","1","Off","1","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"103","Krokom","434.97500","434.97500","A-Analog","Mid","12.5K","Off","127.3","2400 SM0","Group Call","2400","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"104","Nordingra 1","145.62500","145.02500","A-Analog","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Off","Carrier","Off","1","1","1","Off","1","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"105","Nordingra 2","434.85000","432.85000","A-Analog","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Off","Carrier","Off","1","1","1","Off","1","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"106","Nyland 1","145.75000","145.15000","A-Analog","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Off","Carrier","Off","1","1","1","Off","1","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"107","Nyland 2","434.95000","433.35000","A-Analog","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Off","Carrier","Off","1","1","1","Off","1","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"108","Sandviken 1","145.70000","145.10000","A-Analog","Mid","12.5K","Off","127.3","2400 SM0","Group Call","2400","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"109","Sandviken 3","434.82500","432.82500","A-Analog","Mid","12.5K","Off","127.3","2400 SM0","Group Call","2400","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"110","Solleftea 1","145.65000","145.05000","A-Analog","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Off","Carrier","Off","1","1","1","Off","1","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"111","Solleftea 2","434.92500","432.92500","A-Analog","Mid","12.5K","Off","127.3","2400 SM0","Group Call","2400","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"112","Sundsvall 1","145.72500","145.12500","A-Analog","Mid","12.5K","Off","127.3","2400 SM0","Group Call","2400","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"113","Sundsvall 3","434.80000","432.80000","D-Digital","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Always","Carrier","Off","1","1","1","Off","1","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","On","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"114","Sundsvall 4","434.98750","432.98750","D-Digital","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Always","Carrier","Off","1","1","1","Off","3","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","On","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"115","Svedja","145.60000","145.00000","A-Analog","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Off","Carrier","Off","1","1","1","Off","1","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"116","Soderhamn 2","145.75000","145.15000","A-Analog","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Off","Carrier","Off","1","1","1","Off","1","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"117","Soderhamn 4","434.75000","433.15000","A-Analog","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Off","Carrier","Off","1","1","1","Off","1","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"118","Areskutan","145.72500","145.12500","A-Analog","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"119","Arsunda","434.65000","436.25000","A-Analog","Mid","12.5K","Off","88.5","2400 SM0","Group Call","2400","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"120","Ornskoldsvik 1","145.57500","144.97500","D-Digital","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Always","Carrier","Off","1","1","1","Off","3","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"121","Ornskoldsvik 2","145.77500","145.17500","A-Analog","Mid","12.5K","Off","Off","2400 SM0","Group Call","2400","NOCALL","Off","Carrier","Off","1","1","1","Off","1","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"122","Ornskoldsvik 3","434.87500","432.87500","A-Analog","Mid","12.5K","Off","127.3","2400 SM0","Group Call","2400","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"123","Osterfarnebo","434.65000","432.65000","A-Analog","Mid","12.5K","Off","127.3","2400 SM0","Group Call","2400","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"124","Ostersund 1","145.75000","145.15000","A-Analog","Mid","12.5K","Off","127.3","2400 SM0","Group Call","2400","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"125","Ostersund 2","145.78750","145.17850","A-Analog","Mid","12.5K","Off","127.3","2400 SM0","Group Call","2400","NOCALL","Off","CTCSS/DCS","Off","1","1","1","Off","1","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"126","Ostersund 3","434.56250","432.56250","D-Digital","Mid","12.5K","Off","127.3","2400 SM0","Group Call","2400","NOCALL","Always","CTCSS/DCS","Off","1","1","1","Off","3","2","SM3","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","0","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
